I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
nan,nan,nan,1.995768280029296875e+02,3.912090454101562500e+02,1.693242797851562500e+02,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.046184844970703125e+02,3.956852111816406250e+02,1.613810882568359375e+02,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.086409454345703125e+02,4.002059020996093750e+02,1.537089080810546875e+02,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.126047973632812500e+02,4.040265502929687500e+02,1.455877685546875000e+02,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.164819488525390625e+02,4.068110961914062500e+02,1.368020782470703125e+02,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.209049835205078125e+02,4.091508483886718750e+02,1.290104675292968750e+02,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.256097564697265625e+02,4.112610473632812500e+02,1.217319259643554688e+02,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.287428283691406250e+02,4.101526489257812500e+02,1.141254577636718750e+02,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.312430725097656250e+02,4.082082214355468750e+02,1.065249710083007812e+02,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.313963928222656250e+02,4.036667785644531250e+02,9.909781646728515625e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.306186828613281250e+02,3.989952392578125000e+02,9.260168457031250000e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.286001281738281250e+02,3.941503601074218750e+02,8.734640502929687500e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.243648681640625000e+02,3.871016845703125000e+02,8.214842987060546875e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.191104125976562500e+02,3.790397644042968750e+02,7.697679901123046875e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.133643188476562500e+02,3.685630798339843750e+02,7.051172637939453125e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.077068328857421875e+02,3.575516052246093750e+02,6.538230895996093750e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.025329132080078125e+02,3.449804077148437500e+02,6.599750518798828125e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,1.982333526611328125e+02,2.403125610351562500e+02,6.917414855957031250e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,1.949847412109375000e+02,2.494485282897949219e+01,7.542963409423828125e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,1.926236724853515625e+02,-3.596830749511718750e+01,8.349610900878906250e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,1.906242370605468750e+02,-3.394711685180664062e+01,9.230048370361328125e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,1.890010070800781250e+02,-3.050428390502929688e+01,9.813166046142578125e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,1.558135681152343750e+02,-2.649913024902343750e+01,1.017436447143554688e+02,nan,nan,nan,nan,nan,nan
nan,nan,nan,1.274768733978271484e+01,-2.070681762695312500e+01,9.798809814453125000e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-6.601528167724609375e+01,-1.359583282470703125e+01,9.294509887695312500e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-7.500374603271484375e+01,-5.053969383239746094e+00,8.650510406494140625e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.040699768066406250e+01,3.835978269577026367e+00,8.015134429931640625e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.081116714477539062e+02,1.285080718994140625e+01,7.382852172851562500e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.260638809204101562e+02,1.634559631347656250e+01,6.763374328613281250e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.443091888427734375e+02,1.927468681335449219e+01,6.147572326660156250e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.634341735839843750e+02,2.062372970581054688e+01,5.542579269409179688e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.826648406982421875e+02,2.098528671264648438e+01,5.090739059448242188e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-2.019990386962890625e+02,2.037913703918457031e+01,4.788983917236328125e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-2.151091156005859375e+02,1.877176856994628906e+01,4.635142135620117188e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-2.260444183349609375e+02,1.685433006286621094e+01,4.527994155883789062e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-2.245813293457031250e+02,1.513806629180908203e+01,4.440075302124023438e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-2.216511688232421875e+02,1.365616989135742188e+01,4.367159652709960938e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-2.148367919921875000e+02,1.279477500915527344e+01,4.333967590332031250e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-2.065950927734375000e+02,1.222584247589111328e+01,4.260694885253906250e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.970902862548828125e+02,1.191572380065917969e+01,4.151952743530273438e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.877728729248046875e+02,1.172487545013427734e+01,4.050562667846679688e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.785720977783203125e+02,1.155949211120605469e+01,3.951588821411132812e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.708289184570312500e+02,1.124284648895263672e+01,3.862008666992187500e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.632634887695312500e+02,1.068637657165527344e+01,3.783021926879882812e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.561135406494140625e+02,9.569293022155761719e+00,3.728799057006835938e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.515713500976562500e+02,8.329840660095214844e+00,3.681304931640625000e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.491117858886718750e+02,6.992662906646728516e+00,3.639184570312500000e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.483990325927734375e+02,5.973794460296630859e+00,3.609160232543945312e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.481021118164062500e+02,5.021902561187744141e+00,3.583728027343750000e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.479719238281250000e+02,3.981199502944946289e+00,3.582659912109375000e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.477501678466796875e+02,2.959492444992065430e+00,3.579220199584960938e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.473382720947265625e+02,1.977224111557006836e+00,3.570855331420898438e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.460756988525390625e+02,3.743229508399963379e-01,3.481498718261718750e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.442007446289062500e+02,-1.675344586372375488e+00,3.333839797973632812e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.417543182373046875e+02,-2.384031057357788086e+00,3.281684494018554688e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.391753234863281250e+02,-2.806818485260009766e+00,3.249112701416015625e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.363850555419921875e+02,-2.976635456085205078e+00,3.227073669433593750e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.339899597167968750e+02,-3.135378599166870117e+00,3.218354034423828125e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.323270111083984375e+02,-3.273604869842529297e+00,3.234312438964843750e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.306780242919921875e+02,-3.396889686584472656e+00,3.285825347900390625e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.290380554199218750e+02,-3.510496377944946289e+00,3.360366821289062500e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.289733734130859375e+02,-3.609123229980468750e+00,3.587318801879882812e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.291283874511718750e+02,-3.704330921173095703e+00,3.845312881469726562e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.290642089843750000e+02,-3.791834592819213867e+00,4.154097747802734375e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.289677429199218750e+02,-3.849447965621948242e+00,4.474559783935546875e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.288177185058593750e+02,-3.857456922531127930e+00,4.814401245117187500e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.288116912841796875e+02,-3.872593641281127930e+00,5.073285293579101562e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.288893737792968750e+02,-3.891874074935913086e+00,5.285103988647460938e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.295995025634765625e+02,-4.127058982849121094e+00,5.191256332397460938e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.303143463134765625e+02,-4.437866210937500000e+00,5.034865951538085938e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.305903930664062500e+02,-5.034968852996826172e+00,4.735454177856445312e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.306832733154296875e+02,-5.722873210906982422e+00,4.426480102539062500e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.305030670166015625e+02,-6.546151638031005859e+00,4.103249359130859375e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.302069549560546875e+02,-8.261846542358398438e+00,3.891905212402343750e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.298505706787109375e+02,-1.044173145294189453e+01,3.738758468627929688e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.301431274414062500e+02,-1.147320461273193359e+01,3.615061569213867188e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.308537292480468750e+02,-1.229686832427978516e+01,3.502880859375000000e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.333011322021484375e+02,-1.263412857055664062e+01,3.433263397216796875e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.358594360351562500e+02,-1.264226150512695312e+01,3.428268432617187500e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.385666198730468750e+02,-1.220859813690185547e+01,3.510017776489257812e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.401393585205078125e+02,-1.147598075866699219e+01,3.646166610717773438e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.411862945556640625e+02,-1.060479736328125000e+01,3.807529449462890625e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.406373138427734375e+02,-8.411623954772949219e+00,3.990800476074218750e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.396874847412109375e+02,-6.437888622283935547e+00,4.212417984008789062e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.375139770507812500e+02,-5.712347984313964844e+00,4.585540771484375000e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.355023803710937500e+02,-5.163668632507324219e+00,4.878417968750000000e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.336867523193359375e+02,-4.829077720642089844e+00,5.074160003662109375e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.321953277587890625e+02,-4.529595375061035156e+00,5.311296463012695312e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.308371276855468750e+02,-4.244540214538574219e+00,5.565443420410156250e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.305901489257812500e+02,-4.127673149108886719e+00,5.677940368652343750e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.304648742675781250e+02,-3.999539852142333984e+00,5.808220291137695312e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.306262359619140625e+02,-3.810442447662353516e+00,6.019000625610351562e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.310394287109375000e+02,-3.426945924758911133e+00,6.253296279907226562e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.317278137207031250e+02,-2.831029653549194336e+00,6.513286590576171875e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.337254791259765625e+02,-1.517073273658752441e+00,6.783447265625000000e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.361971130371093750e+02,5.681051313877105713e-02,7.057290649414062500e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.376793212890625000e+02,3.363733589649200439e-01,7.089281463623046875e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.391362304687500000e+02,1.923291385173797607e-01,7.080494689941406250e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.405446624755859375e+02,-1.205953478813171387e+00,6.954370880126953125e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.425923309326171875e+02,-2.655071020126342773e+00,6.807255554199218750e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.452707977294921875e+02,-4.154354095458984375e+00,6.639425659179687500e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.470373535156250000e+02,-6.562877655029296875e+00,6.501386260986328125e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.485208740234375000e+02,-9.252301216125488281e+00,6.372319793701171875e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.503376922607421875e+02,-1.152873706817626953e+01,6.215583801269531250e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.522021179199218750e+02,-1.341416645050048828e+01,6.068730163574218750e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.541937255859375000e+02,-1.425524234771728516e+01,5.948271179199218750e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.557005157470703125e+02,-1.422103214263916016e+01,5.842477798461914062e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.567752685546875000e+02,-1.340680122375488281e+01,5.749753189086914062e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.573255310058593750e+02,-1.156796455383300781e+01,5.602578735351562500e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.577104644775390625e+02,-9.461543083190917969e+00,5.432460784912109375e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.575920410156250000e+02,-7.650805950164794922e+00,5.076601409912109375e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.575373535156250000e+02,-5.565325736999511719e+00,4.708081054687500000e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.576329040527343750e+02,-2.832238197326660156e+00,4.309715652465820312e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.585088195800781250e+02,-3.889873921871185303e-01,3.905350112915039062e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.600123596191406250e+02,1.821153402328491211e+00,3.496157836914062500e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.617254943847656250e+02,3.942570447921752930e+00,3.118175697326660156e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.634162139892578125e+02,5.901196002960205078e+00,2.755600166320800781e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.641126098632812500e+02,5.880580425262451172e+00,2.506080627441406250e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.646751861572265625e+02,5.649685859680175781e+00,2.310538291931152344e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.649577331542968750e+02,4.978723049163818359e+00,2.227958297729492188e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.640312194824218750e+02,4.135894298553466797e+00,2.109251022338867188e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.622281188964843750e+02,3.168457508087158203e+00,1.964350509643554688e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.590261993408203125e+02,2.015890836715698242e+00,1.887698745727539062e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.553758850097656250e+02,7.073346376419067383e-01,1.828930854797363281e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.500160522460937500e+02,-1.776441216468811035e+00,1.814366722106933594e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.444842224121093750e+02,-3.861736059188842773e+00,1.785400772094726562e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.386312866210937500e+02,-5.203066825866699219e+00,1.729546546936035156e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.333324432373046875e+02,-6.689437866210937500e+00,1.699756622314453125e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.283950958251953125e+02,-8.270440101623535156e+00,1.686972045898437500e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.260603790283203125e+02,-9.456109046936035156e+00,1.641630744934082031e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.241530761718750000e+02,-1.056003284454345703e+01,1.582866382598876953e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.223138580322265625e+02,-1.152776718139648438e+01,1.462822818756103516e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.202708206176757812e+02,-1.253374481201171875e+01,1.268733024597167969e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.178870086669921875e+02,-1.360366535186767578e+01,9.508418083190917969e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.153471679687500000e+02,-1.490684700012207031e+01,7.055477142333984375e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.127159347534179688e+02,-1.634665679931640625e+01,5.027759552001953125e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.095230026245117188e+02,-1.697058868408203125e+01,2.804557323455810547e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.063117370605468750e+02,-1.731645965576171875e+01,6.694739460945129395e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.034185104370117188e+02,-1.662191581726074219e+01,-7.902097702026367188e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.020568542480468750e+02,-1.488855171203613281e+01,-2.211359262466430664e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.029952239990234375e+02,-1.159514236450195312e+01,-3.574640274047851562e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.041119003295898438e+02,-8.785048484802246094e+00,-5.972471237182617188e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.053220443725585938e+02,-6.228302955627441406e+00,-8.912602424621582031e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.063828964233398438e+02,-2.645370960235595703e+00,-1.084535694122314453e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.076740722656250000e+02,8.534224033355712891e-01,-1.296002388000488281e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.101697921752929688e+02,3.453177928924560547e+00,-1.644623947143554688e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.122435226440429688e+02,5.825792789459228516e+00,-1.878287696838378906e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.137467727661132812e+02,7.891329765319824219e+00,-1.956536865234375000e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.146803512573242188e+02,9.587514877319335938e+00,-1.884639549255371094e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.153477554321289062e+02,1.111112117767333984e+01,-1.742586517333984375e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.147194442749023438e+02,1.146542167663574219e+01,-1.542944717407226562e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.136672592163085938e+02,1.168060016632080078e+01,-1.335981178283691406e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.112128829956054688e+02,1.163981437683105469e+01,-1.114462852478027344e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.085562515258789062e+02,1.158806705474853516e+01,-9.171257019042968750e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.056530532836914062e+02,1.152295780181884766e+01,-7.492665767669677734e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.031064987182617188e+02,1.150776195526123047e+01,-5.801700592041015625e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.007077407836914062e+02,1.151324939727783203e+01,-4.105607986450195312e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.862481689453125000e+01,1.145244026184082031e+01,-3.365668296813964844e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.691891479492187500e+01,1.138529872894287109e+01,-2.802476882934570312e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.650909423828125000e+01,1.130461692810058594e+01,-2.737812995910644531e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.693034362792968750e+01,1.124483680725097656e+01,-3.046546936035156250e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.826607513427734375e+01,1.120805549621582031e+01,-3.766155242919921875e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.979837799072265625e+01,1.109675121307373047e+01,-4.595266819000244141e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.014024810791015625e+02,1.095822715759277344e+01,-5.464373588562011719e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.033541259765625000e+02,1.040056037902832031e+01,-6.559623718261718750e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.050144119262695312e+02,9.304227828979492188e+00,-7.404170036315917969e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.057657546997070312e+02,6.564318180084228516e+00,-7.469130516052246094e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.059765777587890625e+02,3.822474002838134766e+00,-7.342465877532958984e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.056502532958984375e+02,1.078707456588745117e+00,-7.025375843048095703e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.040131683349609375e+02,-1.713620185852050781e+00,-6.171411991119384766e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.019376525878906250e+02,-4.504818439483642578e+00,-5.160122871398925781e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.849685668945312500e+01,-6.149149894714355469e+00,-5.123341560363769531e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.501702117919921875e+01,-7.399117469787597656e+00,-5.106632232666015625e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.143199157714843750e+01,-7.586434841156005859e+00,-5.144006729125976562e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-8.897734832763671875e+01,-7.126312255859375000e+00,-5.138234138488769531e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-8.753713226318359375e+01,-6.085163593292236328e+00,-5.093740463256835938e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-8.949413299560546875e+01,-4.821285247802734375e+00,-5.025312423706054688e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.243919372558593750e+01,-3.504333734512329102e+00,-4.948874950408935547e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.656155395507812500e+01,-2.392885923385620117e+00,-4.838827610015869141e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.997337341308593750e+01,-1.699154615402221680e+00,-4.668962001800537109e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.016963119506835938e+02,-1.998299241065979004e+00,-4.356914520263671875e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.014780807495117188e+02,-2.641433477401733398e+00,-3.906058311462402344e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.968754577636718750e+01,-3.563190698623657227e+00,-3.342770338058471680e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.581667327880859375e+01,-4.562204360961914062e+00,-2.650401830673217773e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.154276275634765625e+01,-5.628064632415771484e+00,-1.877634167671203613e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-8.853815460205078125e+01,-7.390304565429687500e+00,-3.897713422775268555e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-8.587800598144531250e+01,-9.079522132873535156e+00,8.873721361160278320e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-8.394450378417968750e+01,-1.061469554901123047e+01,1.719993829727172852e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-8.385288238525390625e+01,-1.169342327117919922e+01,2.763309717178344727e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-8.510626220703125000e+01,-1.243883800506591797e+01,3.960481643676757812e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-8.651998138427734375e+01,-1.221599006652832031e+01,6.406681537628173828e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-8.806259918212890625e+01,-1.171002483367919922e+01,9.012975692749023438e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.057844543457031250e+01,-1.029320335388183594e+01,1.073754405975341797e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.317131042480468750e+01,-8.751665115356445312e+00,1.228546142578125000e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.590907287597656250e+01,-6.975484371185302734e+00,1.350102329254150391e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.768936157226562500e+01,-6.779856681823730469e+00,1.296107196807861328e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.884036254882812500e+01,-7.623008251190185547e+00,1.126735210418701172e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.913491058349609375e+01,-8.388248443603515625e+00,7.947803974151611328e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.923160552978515625e+01,-9.264053344726562500e+00,4.530516147613525391e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.888559722900390625e+01,-1.107790565490722656e+01,2.387115716934204102e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.899227905273437500e+01,-1.289429855346679688e+01,7.629386782646179199e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.986149597167968750e+01,-1.471497249603271484e+01,1.337133627384901047e-02,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.006288909912109375e+02,-1.682291984558105469e+01,1.170408278703689575e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.013361816406250000e+02,-1.910039520263671875e+01,7.242289185523986816e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.017477416992187500e+02,-1.967014884948730469e+01,1.777810811996459961e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.019655380249023438e+02,-1.988428497314453125e+01,2.898499727249145508e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.012411880493164062e+02,-1.928466033935546875e+01,4.075204372406005859e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-1.000574951171875000e+02,-1.863126373291015625e+01,4.867895126342773438e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.817893981933593750e+01,-1.789652824401855469e+01,5.079684734344482422e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.699555206298828125e+01,-1.714354705810546875e+01,5.376874923706054688e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.617938995361328125e+01,-1.638092994689941406e+01,5.719178199768066406e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.627484130859375000e+01,-1.638063812255859375e+01,6.155759334564208984e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.658512115478515625e+01,-1.648061370849609375e+01,6.551034927368164062e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.752078247070312500e+01,-1.670782661437988281e+01,6.694303989410400391e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,-9.879936981201171875e+01,-1.726248359680175781e+01,7.132738113403320312e+00,nan,nan,nan,nan,nan,nan
