I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
8.185474395751953125e+01,1.980736541748046875e+02,1.108477325439453125e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.872763824462890625e+01,1.917362670898437500e+02,1.084294815063476562e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.555230712890625000e+01,1.853768005371093750e+02,1.060915603637695312e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.201766967773437500e+01,1.788447265625000000e+02,1.034851303100585938e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.875086212158203125e+01,1.724902801513671875e+02,1.013339080810546875e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.595812988281250000e+01,1.664502868652343750e+02,9.998842620849609375e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.337984466552734375e+01,1.605959930419921875e+02,9.842153930664062500e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.093446350097656250e+01,1.548567657470703125e+02,9.671743774414062500e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.853513336181640625e+01,1.516707611083984375e+02,9.543501281738281250e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.629978179931640625e+01,1.490273284912109375e+02,9.414366912841796875e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.511634826660156250e+01,1.475446624755859375e+02,9.238528442382812500e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.425614547729492188e+01,1.455018920898437500e+02,9.052888488769531250e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.390909576416015625e+01,1.425699157714843750e+02,8.851689147949218750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.381803512573242188e+01,1.393901519775390625e+02,8.653540039062500000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.386920166015625000e+01,1.360727233886718750e+02,8.457086181640625000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.354549026489257812e+01,1.333219299316406250e+02,8.286051940917968750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.294108200073242188e+01,1.308211975097656250e+02,8.162911987304687500e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.104111862182617188e+01,1.293328857421875000e+02,8.284289550781250000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.954203796386718750e+01,1.291876678466796875e+02,8.453553771972656250e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.861525344848632812e+01,1.309598236083984375e+02,8.691178894042968750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.815477752685546875e+01,1.337169189453125000e+02,9.050696563720703125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.792574691772460938e+01,1.369628601074218750e+02,9.470715332031250000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.841542053222656250e+01,1.408482971191406250e+02,9.748741149902343750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.894032669067382812e+01,1.445360870361328125e+02,9.978689575195312500e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.935969543457031250e+01,1.470940246582031250e+02,1.004347229003906250e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.966434478759765625e+01,1.487829589843750000e+02,1.008699035644531250e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.982142639160156250e+01,1.493540954589843750e+02,1.010315628051757812e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.988954162597656250e+01,1.495035858154296875e+02,1.016636428833007812e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.991839218139648438e+01,1.494669647216796875e+02,1.025033798217773438e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.996094131469726562e+01,1.493254852294921875e+02,1.027521286010742188e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.015407562255859375e+01,1.492292022705078125e+02,1.029377593994140625e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.092314529418945312e+01,1.493276672363281250e+02,1.030000534057617188e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.142005920410156250e+01,1.503244628906250000e+02,1.032121353149414062e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.160113143920898438e+01,1.523637542724609375e+02,1.035980377197265625e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.163294601440429688e+01,1.550117950439453125e+02,1.048488082885742188e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.160648727416992188e+01,1.578974914550781250e+02,1.064372329711914062e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.140412521362304688e+01,1.602245330810546875e+02,1.077079086303710938e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.116665267944335938e+01,1.623725738525390625e+02,1.088945388793945312e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.082750320434570312e+01,1.639741973876953125e+02,1.098292007446289062e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.003539276123046875e+01,1.645484313964843750e+02,1.102469024658203125e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.876864242553710938e+01,1.640460968017578125e+02,1.101229171752929688e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.780872344970703125e+01,1.612881469726562500e+02,1.093649749755859375e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.695366287231445312e+01,1.577575225830078125e+02,1.083893814086914062e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.577480697631835938e+01,1.548698883056640625e+02,1.071337738037109375e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.429072570800781250e+01,1.520551757812500000e+02,1.059588012695312500e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.192611694335937500e+01,1.494508361816406250e+02,1.050164260864257812e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.026807785034179688e+01,1.464761505126953125e+02,1.041014785766601562e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.927870941162109375e+01,1.431510009765625000e+02,1.032125015258789062e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.853366088867187500e+01,1.408753204345703125e+02,1.025786972045898438e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.786890029907226562e+01,1.388832092285156250e+02,1.020335464477539062e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.747481918334960938e+01,1.358026428222656250e+02,1.019475250244140625e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.714611816406250000e+01,1.330734558105468750e+02,1.017220535278320312e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.698318099975585938e+01,1.312351379394531250e+02,1.011430435180664062e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.703769302368164062e+01,1.288234710693359375e+02,1.001787109375000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.727801513671875000e+01,1.259218902587890625e+02,9.888513183593750000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.790722656250000000e+01,1.242446670532226562e+02,9.635022735595703125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.865359497070312500e+01,1.229151306152343750e+02,9.352963256835937500e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.971458053588867188e+01,1.221903305053710938e+02,9.131504821777343750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.083556365966796875e+01,1.216021728515625000e+02,8.862184906005859375e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.209112930297851562e+01,1.213205261230468750e+02,8.485502624511718750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.217117691040039062e+01,1.205460052490234375e+02,8.241365814208984375e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.134508132934570312e+01,1.193915481567382812e+02,8.099402618408203125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.036093902587890625e+01,1.176791229248046875e+02,8.023999786376953125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.936338043212890625e+01,1.159034652709960938e+02,7.966159820556640625e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.861635589599609375e+01,1.148231582641601562e+02,7.944744110107421875e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.819915008544921875e+01,1.140566329956054688e+02,7.929506683349609375e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.844021224975585938e+01,1.139163284301757812e+02,7.926599884033203125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.911550140380859375e+01,1.142880630493164062e+02,7.916480255126953125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.009233856201171875e+01,1.150153808593750000e+02,7.901352691650390625e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.211381530761718750e+01,1.166427764892578125e+02,7.892527008056640625e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.434580993652343750e+01,1.184167404174804688e+02,7.887398529052734375e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.676204681396484375e+01,1.200459442138671875e+02,7.904544067382812500e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.935064697265625000e+01,1.222601852416992188e+02,7.943332672119140625e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.224665451049804688e+01,1.255178604125976562e+02,8.020721435546875000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.496413040161132812e+01,1.294954681396484375e+02,8.199878692626953125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.757013320922851562e+01,1.339225616455078125e+02,8.442575836181640625e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.027363586425781250e+01,1.399618530273437500e+02,8.721018981933593750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.267171478271484375e+01,1.460892181396484375e+02,9.017582702636718750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.289855575561523438e+01,1.512074432373046875e+02,9.401561737060546875e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.290013504028320312e+01,1.559511413574218750e+02,9.726621246337890625e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.254146194458007812e+01,1.600958557128906250e+02,9.957453155517578125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.244187164306640625e+01,1.622351379394531250e+02,1.008453292846679688e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.248732757568359375e+01,1.632516479492187500e+02,1.015352783203125000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.332717895507812500e+01,1.630573577880859375e+02,1.015344238281250000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.428153228759765625e+01,1.627457427978515625e+02,1.014573211669921875e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.536645507812500000e+01,1.625499725341796875e+02,1.013950347900390625e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.597434997558593750e+01,1.623855438232421875e+02,1.014354324340820312e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.589631652832031250e+01,1.622661437988281250e+02,1.016234893798828125e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.488648986816406250e+01,1.616299285888671875e+02,1.018538589477539062e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.341053009033203125e+01,1.607351531982421875e+02,1.021054000854492188e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.138114929199218750e+01,1.588272247314453125e+02,1.020856399536132812e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.929961776733398438e+01,1.567879943847656250e+02,1.019016571044921875e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.719094085693359375e+01,1.545351257324218750e+02,1.010696334838867188e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.536903381347656250e+01,1.521146697998046875e+02,9.917228698730468750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.391862106323242188e+01,1.494770965576171875e+02,9.589489746093750000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.192158126831054688e+01,1.455254058837890625e+02,9.038584136962890625e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.968125915527343750e+01,1.409888458251953125e+02,8.388356018066406250e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.869491577148437500e+01,1.341088256835937500e+02,7.750786590576171875e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.779307174682617188e+01,1.268303146362304688e+02,7.065132904052734375e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.695431518554687500e+01,1.184995040893554688e+02,6.190034484863281250e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.571404266357421875e+01,1.098138198852539062e+02,5.484360504150390625e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.400452804565429688e+01,1.007134170532226562e+02,4.976689910888671875e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.112957000732421875e+01,9.280448913574218750e+01,4.635252380371093750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.779568862915039062e+01,8.536473083496093750e+01,4.359273910522460938e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.434395599365234375e+01,8.217588806152343750e+01,4.374036788940429688e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.090817642211914062e+01,7.932684326171875000e+01,4.443439483642578125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.753634643554687500e+01,7.723223876953125000e+01,4.669436645507812500e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.510017967224121094e+01,7.519789123535156250e+01,4.837818145751953125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.365132331848144531e+01,7.322712707519531250e+01,4.945403289794921875e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.429335975646972656e+01,7.184487152099609375e+01,4.950185012817382812e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.565886688232421875e+01,7.066623687744140625e+01,4.919395446777343750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.775064659118652344e+01,7.059278869628906250e+01,4.767490386962890625e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.008317756652832031e+01,7.072347259521484375e+01,4.590550231933593750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.311513137817382812e+01,7.144619750976562500e+01,4.340970993041992188e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.549828720092773438e+01,7.235755157470703125e+01,4.164948272705078125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.726314544677734375e+01,7.344867706298828125e+01,4.059024047851562500e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.880880737304687500e+01,7.546313476562500000e+01,3.981066131591796875e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.025799942016601562e+01,7.773232269287109375e+01,3.910834503173828125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.050994110107421875e+01,7.907350921630859375e+01,3.812919235229492188e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.065025711059570312e+01,7.993190765380859375e+01,3.734341812133789062e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.050513458251953125e+01,7.955578613281250000e+01,3.705213546752929688e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.028576660156250000e+01,7.807072448730468750e+01,3.664414596557617188e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000251007080078125e+01,7.563144683837890625e+01,3.613573455810546875e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.959549331665039062e+01,7.350463867187500000e+01,3.384145736694335938e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.911470031738281250e+01,7.130457305908203125e+01,3.096286582946777344e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.784650802612304688e+01,6.618485260009765625e+01,2.580399131774902344e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.685325622558593750e+01,6.107168579101562500e+01,2.091376113891601562e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.648182678222656250e+01,5.597332382202148438e+01,1.663111305236816406e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.681842041015625000e+01,5.152395248413085938e+01,1.232658958435058594e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.770467376708984375e+01,4.757841873168945312e+01,8.005083084106445312e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.071683883666992188e+01,4.495897674560546875e+01,5.485648155212402344e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.410910415649414062e+01,4.294744110107421875e+01,3.616089344024658203e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.641809082031250000e+01,4.478843307495117188e+01,4.829872608184814453e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.845913696289062500e+01,4.729116439819335938e+01,6.485898494720458984e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.996120071411132812e+01,5.112502288818359375e+01,9.031519889831542969e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.026231765747070312e+01,5.545544433593750000e+01,1.193337535858154297e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.972340774536132812e+01,6.013319396972656250e+01,1.508440685272216797e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.819790649414062500e+01,6.287155532836914062e+01,1.829357147216796875e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.616231918334960938e+01,6.507323455810546875e+01,2.141986846923828125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.120479583740234375e+01,6.567226409912109375e+01,2.371484184265136719e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.645840454101562500e+01,6.588592529296875000e+01,2.635012435913085938e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.209141921997070312e+01,6.540702819824218750e+01,2.959696388244628906e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.838568115234375000e+01,6.442018127441406250e+01,3.170190429687500000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.509584999084472656e+01,6.311384963989257812e+01,3.308861923217773438e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.090499687194824219e+01,6.095412063598632812e+01,3.516946029663085938e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.671522903442382812e+01,5.864278030395507812e+01,3.718235015869140625e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.345965862274169922e+01,5.616330718994140625e+01,3.801259994506835938e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.113500022888183594e+01,5.398504257202148438e+01,3.847114562988281250e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.031014537811279297e+01,5.229206466674804688e+01,3.833084869384765625e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.097436809539794922e+01,5.188487625122070312e+01,3.742020797729492188e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.247858238220214844e+01,5.220300674438476562e+01,3.607501983642578125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.594228172302246094e+01,5.381304550170898438e+01,3.426222229003906250e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.967498207092285156e+01,5.560765457153320312e+01,3.257604598999023438e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.363545989990234375e+01,5.759265899658203125e+01,3.189944648742675781e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.638284683227539062e+01,5.925430679321289062e+01,3.143305015563964844e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.737327384948730469e+01,6.044762039184570312e+01,3.127109336853027344e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.694349670410156250e+01,6.100793075561523438e+01,3.107995223999023438e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.579766082763671875e+01,6.124908447265625000e+01,3.087409591674804688e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.446412277221679688e+01,6.077175140380859375e+01,3.075594902038574219e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.324426841735839844e+01,6.021776962280273438e+01,3.070450019836425781e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.262547492980957031e+01,5.959352493286132812e+01,3.092726325988769531e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.160470962524414062e+01,5.874758529663085938e+01,3.120678710937500000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.005950546264648438e+01,5.761240768432617188e+01,3.156036376953125000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.906680679321289062e+01,5.703332901000976562e+01,3.198662376403808594e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.832202339172363281e+01,5.670378112792968750e+01,3.244549942016601562e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.870506668090820312e+01,5.755806350708007812e+01,3.306330490112304688e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.942101860046386719e+01,5.850214385986328125e+01,3.365689468383789062e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.119440078735351562e+01,5.953676223754882812e+01,3.412022018432617188e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.242797660827636719e+01,6.091904830932617188e+01,3.469909286499023438e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.302624702453613281e+01,6.271050643920898438e+01,3.541395568847656250e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.300963592529296875e+01,6.338206863403320312e+01,3.566090393066406250e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.274881172180175781e+01,6.360883712768554688e+01,3.572200775146484375e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.230640029907226562e+01,6.297791671752929688e+01,3.659855651855468750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.188487625122070312e+01,6.234301376342773438e+01,3.741529083251953125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.155149078369140625e+01,6.177779769897460938e+01,3.795099639892578125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.118696022033691406e+01,6.125313568115234375e+01,3.830103683471679688e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.078933525085449219e+01,6.077156829833984375e+01,3.845379638671875000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.025902938842773438e+01,6.089778900146484375e+01,3.835460281372070312e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.968239402770996094e+01,6.123623657226562500e+01,3.816743469238281250e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.742126083374023438e+01,5.899636840820312500e+01,3.730532073974609375e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.548649215698242188e+01,5.695780563354492188e+01,3.653404617309570312e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.452276325225830078e+01,5.552926635742187500e+01,3.603453063964843750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.366410827636718750e+01,5.360501098632812500e+01,3.476290893554687500e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.290629196166992188e+01,5.120503234863281250e+01,3.275031661987304688e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.259294319152832031e+01,4.779274749755859375e+01,3.112432289123535156e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.242834758758544922e+01,4.410494995117187500e+01,2.962039756774902344e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.283550071716308594e+01,4.180063247680664062e+01,2.830339050292968750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.323024368286132812e+01,4.001509475708007812e+01,2.756922340393066406e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.359297657012939453e+01,3.956763458251953125e+01,2.833836936950683594e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.373748779296875000e+01,4.073596191406250000e+01,2.965609359741210938e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.369290161132812500e+01,4.330442428588867188e+01,3.144918060302734375e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.297425842285156250e+01,4.690330886840820312e+01,3.223428726196289062e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.211991691589355469e+01,5.070325851440429688e+01,3.270740509033203125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.207418060302734375e+01,5.314209365844726562e+01,3.224912261962890625e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.245793533325195312e+01,5.498362731933593750e+01,3.172220802307128906e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.382106876373291016e+01,5.546311950683593750e+01,3.103878593444824219e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.557566452026367188e+01,5.562149429321289062e+01,3.056511688232421875e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.763632583618164062e+01,5.552879714965820312e+01,3.025544357299804688e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.934838867187500000e+01,5.555008316040039062e+01,3.128298377990722656e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.097504234313964844e+01,5.572208023071289062e+01,3.296235275268554688e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.250615692138671875e+01,5.746295928955078125e+01,3.906834793090820312e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.388965034484863281e+01,5.991094970703125000e+01,4.602801895141601562e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.497384643554687500e+01,6.379256439208984375e+01,5.471849060058593750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.562963294982910156e+01,7.054814910888671875e+01,6.433789062500000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.598359870910644531e+01,7.932849121093750000e+01,7.461174011230468750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.621812438964843750e+01,9.017075347900390625e+01,8.266525268554687500e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.663090705871582031e+01,1.014626541137695312e+02,8.972977447509765625e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.886010551452636719e+01,1.133501358032226562e+02,9.157951354980468750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.274590301513671875e+01,1.247974472045898438e+02,8.799253845214843750e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.963143920898437500e+01,1.354477081298828125e+02,7.456084442138671875e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.110656356811523438e+01,1.421036071777343750e+02,5.712560653686523438e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.548973846435546875e+01,1.462285919189453125e+02,3.715365982055664062e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.775317382812500000e+01,1.472129669189453125e+02,1.276741695404052734e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.124463653564453125e+02,1.476111297607421875e+02,-1.505199623107910156e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.458063812255859375e+02,1.472333679199218750e+02,-6.224834060668945312e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.799538269042968750e+02,1.468725280761718750e+02,-1.145217742919921875e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.153792724609375000e+02,1.465391235351562500e+02,-1.750356140136718750e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.506949005126953125e+02,1.445445098876953125e+02,-2.419627380371093750e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.859481201171875000e+02,1.416057281494140625e+02,-3.125350646972656250e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.121718139648437500e+02,1.238701095581054688e+02,-4.144310302734375000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.332545166015625000e+02,1.006200714111328125e+02,-5.221748657226562500e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
